Date,Open,High,Low,Close,Volume,daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal,RSI,RSI_signal,Positive Return
2020-11-13,463.11,478.48,458.0,477.06,75582.03793856,0.030678822970228614,468.26591989128104,430.473429947793,1.0,0.0,1.0,0.022062359676505376,0.03440880027315133,1.0,0.0,1.0,446.6550000000001,32.648113284731075,479.3031132847312,414.006886715269,0.0,0.0,0.0,66.62258561700187,0.0,1.0
2020-11-14,477.26,477.98,451.95,461.18,45791.82579323,-0.033287217540770575,464.7229582562248,433.1553331190856,1.0,0.0,1.0,0.03573061641021156,0.03542833302743927,0.0,-1.0,1.0,452.5050000000001,33.791853343201275,486.2968533432014,418.7131466567988,0.0,0.0,0.0,60.413464026776175,0.0,0.0
2020-11-15,461.38,463.14,440.44,448.49,46902.42886507,-0.02751637104818072,456.60647719299254,434.4679176967435,1.0,0.0,1.0,0.028205569735541187,0.0353704575941363,1.0,0.0,-1.0,455.6500000000001,33.58906306961745,489.23906306961754,422.06093693038264,0.0,0.0,0.0,55.92774758004537,0.0,0.0
2020-11-16,448.22,466.0,445.95,460.3,52599.71693786,0.026332805636692047,458.45323881664746,436.6386005604014,1.0,0.0,1.0,0.033331847488748095,0.034336752961942926,1.0,0.0,1.0,456.0370000000001,34.10340959570808,490.14040959570815,421.93359040429203,0.0,0.0,0.0,58.98030253219183,0.0,1.0
2020-11-17,460.73,484.9,460.29,482.89,90310.06964491,0.04907668911579388,470.671620136596,440.459923782282,1.0,0.0,1.0,0.0360521349972612,0.034961347985789,0.0,-1.0,1.0,460.74500000000006,34.94419528258407,495.68919528258414,425.800804717416,0.0,0.0,0.0,64.10205771699081,0.0,1.0
2020-11-18,482.79,495.4,454.56,479.11,141538.26627282,-0.007827869701174106,474.89081019403966,443.60400384705565,1.0,0.0,1.0,0.03316000094589618,0.0338578330185053,1.0,0.0,-1.0,463.196,34.78386178660265,497.97986178660267,428.4121382133974,0.0,0.0,0.0,62.691485975920294,0.0,0.0
2020-11-19,479.26,481.99,465.2,471.97,48357.17613413,-0.014902631963432222,473.43040507525814,445.87878945155256,1.0,0.0,1.0,0.027800418007313973,0.03311254103530341,1.0,0.0,1.0,465.96000000000004,33.173078253147935,499.13307825314797,432.7869217468521,0.0,0.0,0.0,60.00549040049765,0.0,0.0
2020-11-20,472.05,514.77,471.5,510.38,108562.06245637,0.08138229124732499,491.90520267527705,450.98388062377364,1.0,0.0,1.0,0.055119064271176174,0.03789171727420692,0.0,-1.0,1.0,471.863,33.988680484135216,505.8516804841352,437.8743195158648,0.0,-1.0,0.0,67.95862969339368,0.0,1.0
2020-11-21,510.37,553.5,502.72,552.55,102160.70823348,0.08262471099964719,522.2276014505983,458.9258216192365,1.0,0.0,1.0,0.04713525792415206,0.041128881454108,0.0,-1.0,-1.0,480.679,39.20922118650962,519.8882211865096,441.46977881349034,0.0,-1.0,-1.0,74.05800732200977,0.0,1.0
2020-11-22,552.57,581.82,512.0,561.48,130655.99116526,0.016161433354447752,541.8538007618558,466.8559855587944,1.0,0.0,1.0,0.04317595426613217,0.03947295481507654,0.0,-1.0,-1.0,490.54100000000005,42.180160773694794,532.7211607736948,448.36083922630525,0.0,-1.0,-1.0,75.13733820775076,-1.0,1.0
2020-11-23,560.88,611.58,550.62,609.09,152818.24088851,0.08479375935028854,575.4719004122372,477.74168435746645,1.0,0.0,1.0,0.04163265823281048,0.04203032451553928,1.0,0.0,-1.0,503.744,49.50950397597792,553.253503975978,454.2344960240221,0.0,-1.0,-1.0,79.93136549736714,-1.0,1.0
2020-11-24,609.01,623.47,590.0,605.28,142957.42365857,-0.006255233216766132,590.3759502130588,487.4101709405073,1.0,0.0,1.0,0.05096532195710123,0.041173466457667604,0.0,-1.0,1.0,518.154,54.37789280629251,572.5318928062925,463.7761071937075,0.0,-1.0,-1.0,78.62482152765644,-1.0,0.0
2020-11-25,605.28,606.63,554.0,569.52,96865.19190828,-0.0590800951625694,579.9479751041014,493.5802402187662,1.0,0.0,1.0,0.06421575487449104,0.045139112590285024,0.0,-1.0,-1.0,530.257,54.98527374861868,585.2422737486186,475.27172625138127,0.0,0.0,-1.0,67.47634408254461,-1.0,0.0
2020-11-26,569.3,577.43,478.38,520.0,260262.0580718,-0.08695041438404272,549.9739875485612,495.54942709001193,1.0,0.0,1.0,0.06297984307982527,0.05137542518545009,0.0,-1.0,-1.0,536.227,54.59887993838632,590.8258799383863,481.6281200616137,0.0,0.0,0.0,55.69846877393619,0.0,0.0
2020-11-27,520.29,530.99,493.44,518.8,85762.2647947,-0.002307692307692344,534.3869937733733,497.2693838362183,1.0,0.0,1.0,0.053702336743109244,0.0494765444087302,0.0,-1.0,-1.0,539.818,52.9003251681381,592.7183251681381,486.91767483186186,0.0,0.0,0.0,55.445905509704865,0.0,0.0
2020-11-28,518.81,548.5,507.1,538.27,71826.71678382,0.03752891287586735,536.3284968867431,500.2812898408783,1.0,0.0,1.0,0.05472102307537474,0.04830532422548866,0.0,-1.0,-1.0,545.7339999999999,52.4036644459949,598.1376644459948,493.33033555400505,0.0,0.0,0.0,58.71682186448205,0.0,1.0
2020-11-29,538.01,576.9,530.75,576.22,71937.12858139,0.07050365058427932,556.2742484436618,505.8237615400569,1.0,0.0,1.0,0.05557573770059387,0.049289895373627005,0.0,-1.0,-1.0,556.1589999999999,52.73546200014209,608.894462000142,503.4235379998578,0.0,0.0,0.0,64.2292217809507,0.0,1.0
2020-11-30,576.45,617.37,571.23,616.65,143580.36233871,0.07016417340599057,586.4621242220505,513.8641425760494,1.0,0.0,1.0,0.04397667711621757,0.04977437064776462,1.0,0.0,-1.0,566.7859999999998,55.75202375132613,622.5380237513259,511.0339762486737,0.0,0.0,0.0,68.98115056280488,0.0,1.0
2020-12-01,616.84,636.58,555.71,586.38,192132.40413581,-0.04908781318414013,586.421062111025,519.0959210734816,1.0,0.0,1.0,0.07039755074206856,0.05107719793367728,0.0,-1.0,1.0,570.1689999999999,56.097676882193255,626.2666768821931,514.0713231178066,0.0,0.0,0.0,62.30733675946141,0.0,0.0
